"Stkcd","Stknme","Conme","Listdt"
"300272","开能健康","开能健康科技集团股份有限公司","2011-11-02"
"300273","*ST 和佳","珠海和佳医疗设备股份有限公司","2011-10-26"
"300274","阳光电源","阳光电源股份有限公司","2011-11-02"
"300275","梅安森","重庆梅安森科技股份有限公司","2011-11-02"
"300276","三丰智能","三丰智能装备集团股份有限公司","2011-11-15"
"300277","海联讯","深圳海联讯科技股份有限公司","2011-11-23"
"300278","华昌达","华昌达智能装备集团股份有限公司","2011-12-16"
"300279","和晶科技","无锡和晶科技股份有限公司","2011-12-29"
"300280","紫天科技","福建紫天传媒科技股份有限公司","2011-12-29"
"300281","金明精机","广东金明精机股份有限公司","2011-12-29"
"300282","ST 三盛","三盛智慧教育科技股份有限公司","2011-12-29"
"300283","温州宏丰","温州宏丰电工合金股份有限公司","2012-01-10"
"300284","苏交科","苏交科集团股份有限公司","2012-01-10"
"300285","国瓷材料","山东国瓷功能材料股份有限公司","2012-01-13"
"300286","安科瑞","安科瑞电气股份有限公司","2012-01-13"
"300287","飞利信","北京飞利信科技股份有限公司","2012-02-01"
"300288","朗玛信息","贵阳朗玛信息技术股份有限公司","2012-02-16"
"300289","利德曼","北京利德曼生化股份有限公司","2012-02-16"
"300290","荣科科技","荣科科技股份有限公司","2012-02-16"
"300291","百纳千成","北京百纳千成影视股份有限公司","2012-02-09"
"300292","吴通控股","吴通控股集团股份有限公司","2012-02-29"
"300293","蓝英装备","沈阳蓝英工业自动化装备股份有限公司","2012-03-08"
"300294","博雅生物","华润博雅生物制药集团股份有限公司","2012-03-08"
"300295","三六五网","江苏三六五网络股份有限公司","2012-03-15"
"300296","利亚德","利亚德光电股份有限公司","2012-03-15"
"300297","*ST 蓝盾","蓝盾信息安全技术股份有限公司","2012-03-15"
"300298","三诺生物","三诺生物传感股份有限公司","2012-03-19"
"300299","富春股份","富春科技股份有限公司","2012-03-19"
"300300","海峡创新","海峡创新互联网股份有限公司","2012-03-19"
"300301","*ST 长方","深圳市长方集团股份有限公司","2012-03-21"
"300302","同有科技","北京同有飞骥科技股份有限公司","2012-03-21"
"300303","聚飞光电","深圳市聚飞光电股份有限公司","2012-03-19"
"300304","云意电气","江苏云意电气股份有限公司","2012-03-21"
"300305","裕兴股份","江苏裕兴薄膜科技股份有限公司","2012-03-29"
"300306","远方信息","杭州远方光电信息股份有限公司","2012-03-29"
"300307","慈星股份","宁波慈星股份有限公司","2012-03-29"
"300308","中际旭创","中际旭创股份有限公司","2012-04-10"
"300309","*ST 吉艾","吉艾科技集团股份公司","2012-04-10"
"300310","宜通世纪","宜通世纪科技股份有限公司","2012-04-25"
"300311","任子行","任子行网络技术股份有限公司","2012-04-25"
"300312","邦讯退","邦讯技术股份有限公司","2012-05-08"
"300313","ST 天山","新疆天山畜牧生物工程股份有限公司","2012-04-25"
"300314","戴维医疗","宁波戴维医疗器械股份有限公司","2012-05-08"
"300315","掌趣科技","北京掌趣科技股份有限公司","2012-05-11"
"300316","晶盛机电","浙江晶盛机电股份有限公司","2012-05-11"
"300317","珈伟新能","珈伟新能源股份有限公司","2012-05-11"
"300318","博晖创新","北京博晖创新生物技术集团股份有限公司","2012-05-23"
"300319","麦捷科技","深圳市麦捷微电子科技股份有限公司","2012-05-23"
"300320","海达股份","江阴海达橡塑股份有限公司","2012-06-01"
"300321","同大股份","山东同大海岛新材料股份有限公司","2012-05-23"
"300322","硕贝德","惠州硕贝德无线科技股份有限公司","2012-06-08"
"300323","华灿光电","华灿光电股份有限公司","2012-06-01"
"300324","旋极信息","北京旋极信息技术股份有限公司","2012-06-08"
"300325","德威退","江苏德威新材料股份有限公司","2012-06-01"
"300326","凯利泰","上海凯利泰医疗科技股份有限公司","2012-06-13"
"300327","中颖电子","中颖电子股份有限公司","2012-06-13"
"300328","宜安科技","东莞宜安科技股份有限公司","2012-06-19"
"300329","海伦钢琴","海伦钢琴股份有限公司","2012-06-19"
"300330","华虹计通","上海华虹计通智能系统股份有限公司","2012-06-19"
"300331","苏大维格","苏州苏大维格科技集团股份有限公司","2012-06-28"
"300332","天壕环境","天壕环境股份有限公司","2012-06-28"
"300333","兆日科技","深圳兆日科技股份有限公司","2012-06-28"
"300334","津膜科技","天津膜天膜科技股份有限公司","2012-07-05"
"300335","迪森股份","广州迪森热能技术股份有限公司","2012-07-10"
"300336","*ST 新文","上海新文化传媒集团股份有限公司","2012-07-10"
"300337","银邦股份","银邦金属复合材料股份有限公司","2012-07-18"
"300338","ST 开元","开元教育科技集团股份有限公司","2012-07-26"
"300339","润和软件","江苏润和软件股份有限公司","2012-07-18"
"300340","科恒股份","江门市科恒实业股份有限公司","2012-07-26"
"300341","麦克奥迪","麦克奥迪(厦门)电气股份有限公司","2012-07-26"
"300342","天银机电","常熟市天银机电股份有限公司","2012-07-26"
"300343","联创股份","山东联创产业发展集团股份有限公司","2012-08-01"
"300344","立方数科","立方数科股份有限公司","2012-08-01"
"300345","华民股份","湖南华民控股集团股份有限公司","2012-08-01"
"300346","南大光电","江苏南大光电材料股份有限公司","2012-08-07"
"300347","泰格医药","杭州泰格医药科技股份有限公司","2012-08-17"
"300348","长亮科技","深圳市长亮科技股份有限公司","2012-08-17"
"300349","金卡智能","金卡智能集团股份有限公司","2012-08-17"
"300350","华鹏飞","华鹏飞股份有限公司","2012-08-21"
"300351","永贵电器","浙江永贵电器股份有限公司","2012-09-20"
"300352","北信源","北京北信源软件股份有限公司","2012-09-12"
"300353","东土科技","北京东土科技股份有限公司","2012-09-27"
"300354","东华测试","江苏东华测试技术股份有限公司","2012-09-20"
"300355","蒙草生态","蒙草生态环境(集团)股份有限公司","2012-09-27"
"300356","*ST 光一","光一科技股份有限公司","2012-10-09"
"300357","我武生物","浙江我武生物科技股份有限公司","2014-01-21"
"300358","楚天科技","楚天科技股份有限公司","2014-01-21"
"300359","全通教育","全通教育集团(广东)股份有限公司","2014-01-21"
"300360","炬华科技","杭州炬华科技股份有限公司","2014-01-21"
"300362","天翔退","成都天翔环境股份有限公司","2014-01-21"
"300363","博腾股份","重庆博腾制药科技股份有限公司","2014-01-29"
"300364","中文在线","中文在线数字出版集团股份有限公司","2015-01-21"
"300365","恒华科技","北京恒华伟业科技股份有限公司","2014-01-23"
"300366","创意信息","创意信息技术股份有限公司","2014-01-27"
"300367","网力退","东方网力科技股份有限公司","2014-01-29"
"300368","汇金股份","河北汇金集团股份有限公司","2014-01-23"
"300369","绿盟科技","绿盟科技集团股份有限公司","2014-01-29"
"300370","*ST 安控","四川安控科技股份有限公司","2014-01-23"
"300371","汇中股份","汇中仪表股份有限公司","2014-01-23"
"300372","欣泰退","丹东欣泰电气股份有限公司","2014-01-27"
"300373","扬杰科技","扬州扬杰电子科技股份有限公司","2014-01-23"
"300374","中铁装配","中铁装配式建筑股份有限公司","2015-03-19"
"300375","鹏翎股份","天津鹏翎集团股份有限公司","2014-01-27"
"300376","易事特","易事特集团股份有限公司","2014-01-27"
"300377","赢时胜","深圳市赢时胜信息技术股份有限公司","2014-01-27"
"300378","鼎捷软件","鼎捷软件股份有限公司","2014-01-27"
"300379","东方通","北京东方通科技股份有限公司","2014-01-28"
"300380","安硕信息","上海安硕信息技术股份有限公司","2014-01-28"
"300381","溢多利","广东溢多利生物科技股份有限公司","2014-01-28"
"300382","斯莱克","苏州斯莱克精密设备股份有限公司","2014-01-29"
"300383","光环新网","北京光环新网科技股份有限公司","2014-01-29"
"300384","三联虹普","北京三联虹普新合纤技术服务股份有限公司","2014-08-01"
"300385","雪浪环境","无锡雪浪环境科技股份有限公司","2014-06-26"
"300386","飞天诚信","飞天诚信科技股份有限公司","2014-06-26"
"300387","富邦股份","湖北富邦科技股份有限公司","2014-07-02"
"300388","节能国祯","中节能国祯环保科技股份有限公司","2014-08-01"
"300389","艾比森","深圳市艾比森光电股份有限公司","2014-08-01"
"300390","天华超净","苏州天华超净科技股份有限公司","2014-07-31"
"300391","康跃科技","康跃科技股份有限公司","2014-08-01"
"300392","*ST 腾信","北京腾信创新网络营销技术股份有限公司","2014-09-10"
"300393","中来股份","苏州中来光伏新材股份有限公司","2014-09-12"
"300394","天孚通信","苏州天孚光通信股份有限公司","2015-02-17"
"300395","菲利华","湖北菲利华石英玻璃股份有限公司","2014-09-10"
"300396","迪瑞医疗","迪瑞医疗科技股份有限公司","2014-09-10"
"300397","天和防务","西安天和防务技术股份有限公司","2014-09-10"
"300398","飞凯材料","上海飞凯材料科技股份有限公司","2014-10-09"
"300399","天利科技","江西天利科技股份有限公司","2014-10-09"
"300400","劲拓股份","深圳市劲拓自动化设备股份有限公司","2014-10-10"
"300401","花园生物","浙江花园生物高科股份有限公司","2014-10-09"
"300402","宝色股份","南京宝色股份公司","2014-10-10"
"300403","汉宇集团","汉宇集团股份有限公司","2014-10-30"
"300404","博济医药","博济医药科技股份有限公司","2015-04-24"
"300405","科隆股份","辽宁科隆精细化工股份有限公司","2014-10-30"
"300406","九强生物","北京九强生物技术股份有限公司","2014-10-30"
"300407","凯发电气","天津凯发电气股份有限公司","2014-12-03"
"300408","三环集团","潮州三环(集团)股份有限公司","2014-12-03"
"300409","道氏技术","广东道氏技术股份有限公司","2014-12-03"
"300410","正业科技","广东正业科技股份有限公司","2014-12-31"
"300411","金盾股份","浙江金盾风机股份有限公司","2014-12-31"
"300412","迦南科技","浙江迦南科技股份有限公司","2014-12-31"
"300413","芒果超媒","芒果超媒股份有限公司","2015-01-21"
"300414","中光防雷","四川中光防雷科技股份有限公司","2015-05-13"
"300415","伊之密","广东伊之密精密机械股份有限公司","2015-01-23"
"300416","苏试试验","苏州苏试试验集团股份有限公司","2015-01-22"
"300417","南华仪器","佛山市南华仪器股份有限公司","2015-01-23"
"300418","昆仑万维","昆仑万维科技股份有限公司","2015-01-21"
"300419","浩丰科技","北京浩丰创源科技股份有限公司","2015-01-22"
"300420","五洋停车","江苏五洋停车产业集团股份有限公司","2015-02-17"
"300421","力星股份","江苏力星通用钢球股份有限公司","2015-02-17"
"300422","博世科","广西博世科环保科技股份有限公司","2015-02-17"
"300423","昇辉科技","昇辉智能科技股份有限公司","2015-02-17"
"300424","航新科技","广州航新航空科技股份有限公司","2015-04-22"
