Stkcd,Trddt,Opnprc,Clsprc
301199,2022/6/1,19.63,19.95
301200,2022/6/1,49.08,49.83
301201,2022/6/1,68.85,67.27
301206,2022/6/1,66.95,66.89
301207,2022/6/1,46.4,45.38
301211,2022/6/1,20.99,21.15
301212,2022/6/1,38.48,38.38
301213,2022/6/1,45.13,45.87
301215,2022/6/1,7.3,7.63
301216,2022/6/1,31.96,32.02
301217,2022/6/1,14.04,14.05
301218,2022/6/1,39.36,38.96
301219,2022/6/1,91.3,92.8
301221,2022/6/1,46.8,49.09
301222,2022/6/1,29,29.25
301226,2022/6/1,31.9,32.04
301228,2022/6/1,21.74,22.2
301229,2022/6/1,35.55,35.84
301235,2022/6/1,36.61,36.61
301236,2022/6/1,45.98,46.63
301237,2022/6/1,35.62,35.12
301248,2022/6/1,29.92,29.8
301256,2022/6/1,10.28,10.28
301257,2022/6/1,53.02,52.37
301258,2022/6/1,41,42.38
301259,2022/6/1,30.6,30.75
301263,2022/6/1,22.49,22.51
301268,2022/6/1,28.78,29.66
301279,2022/6/1,24.69,24.86
301288,2022/6/1,25.45,25.08
430047,2022/6/1,11.38,11.39
430090,2022/6/1,5.15,5.13
430198,2022/6/1,4.81,5.5
430418,2022/6/1,9.22,9.22
430489,2022/6/1,7.08,6.98
430510,2022/6/1,9.04,9.02
600000,2022/6/1,7.94,7.91
600004,2022/6/1,12.74,12.4
600006,2022/6/1,7.48,7.48
600007,2022/6/1,14.7,14.96
600008,2022/6/1,2.92,2.92
600009,2022/6/1,50.41,48.89
600010,2022/6/1,2.01,2
600011,2022/6/1,7.28,7.18
600012,2022/6/1,7.58,7.7
600015,2022/6/1,5.33,5.36
600016,2022/6/1,3.8,3.78
600017,2022/6/1,3.02,3.11
600018,2022/6/1,6.25,6.43
600019,2022/6/1,6.4,6.44
600020,2022/6/1,3.12,3.18
600021,2022/6/1,9.92,10.29
600022,2022/6/1,1.65,1.65
600023,2022/6/1,3.49,3.46
600025,2022/6/1,7.09,7.08
600026,2022/6/1,10.05,11.2
600027,2022/6/1,3.92,3.9
600028,2022/6/1,4.44,4.4
600029,2022/6/1,6.49,6.48
600030,2022/6/1,19.8,19.61
600031,2022/6/1,16.86,16.8
600032,2022/6/1,12.94,13.08
600033,2022/6/1,2.88,2.92
600035,2022/6/1,3.45,3.56
600036,2022/6/1,39.7,39.69
600037,2022/6/1,9.96,10.02
600038,2022/6/1,38.55,39.5
600039,2022/6/1,10.51,10.38
600048,2022/6/1,15.51,15.75
600050,2022/6/1,3.48,3.47
600051,2022/6/1,6.82,6.88
600052,2022/6/1,4.25,4.39
600053,2022/6/1,17.2,17.02
600054,2022/6/1,10.65,10.63
600055,2022/6/1,20.31,20.17
600056,2022/6/1,20.43,20.07
600057,2022/6/1,9.56,9.44
600058,2022/6/1,9.9,10.28
600059,2022/6/1,10.36,10.32
600060,2022/6/1,12.3,12.35
600061,2022/6/1,6.17,6.13
600062,2022/6/1,25.55,24.68
600063,2022/6/1,7.35,7.31
600064,2022/6/1,10.85,10.92
600066,2022/6/1,8.1,8.21
600067,2022/6/1,3.92,4
600070,2022/6/1,5.22,5.14
600071,2022/6/1,20.12,20.12
600072,2022/6/1,12.56,13.06
600073,2022/6/1,7.75,7.72
600075,2022/6/1,6.17,6.13
600076,2022/6/1,3.14,3.15
600077,2022/6/1,4.54,4.69
600078,2022/6/1,11.87,12.15
600079,2022/6/1,16.62,16.48
600080,2022/6/1,7.77,7.79
600081,2022/6/1,14.49,15.92
600082,2022/6/1,4,3.98
600083,2022/6/1,10.07,10.15
600084,2022/6/1,5.82,5.68
600085,2022/6/1,46.46,45.08
600088,2022/6/1,9.28,9.42
600089,2022/6/1,22.28,22.38
600091,2022/6/1,0.8,0.76
600093,2022/6/1,0.43,0.41
600094,2022/6/1,3.37,3.47
600095,2022/6/1,7.16,7.24
600096,2022/6/1,27,27.66
600097,2022/6/1,10.39,10.39
600098,2022/6/1,6.5,6.6
600099,2022/6/1,9.64,10.29
600100,2022/6/1,4.35,4.37
600101,2022/6/1,10.31,11.52
600103,2022/6/1,2.44,2.44
600104,2022/6/1,17.47,17.66
600105,2022/6/1,3.35,3.39
600106,2022/6/1,4.01,4.16
600107,2022/6/1,5.58,5.64
600108,2022/6/1,3.88,3.84
600109,2022/6/1,8.2,8.17
600110,2022/6/1,9.59,9.57
600111,2022/6/1,34.63,34.25
600112,2022/6/1,3.15,3.16
600113,2022/6/1,7.75,7.83
600114,2022/6/1,7.1,7.7
600115,2022/6/1,4.8,4.75
600116,2022/6/1,9.53,9.42
600117,2022/6/1,3.47,3.57
600118,2022/6/1,20.2,20.24
600119,2022/6/1,7.25,7.26
600120,2022/6/1,3.87,3.88
600121,2022/6/1,4.5,4.54
600122,2022/6/1,1.94,1.88
600123,2022/6/1,15.35,15.7
600125,2022/6/1,5.54,5.72
600126,2022/6/1,5.18,5.21
600127,2022/6/1,10.36,9.92
600128,2022/6/1,8.08,8.01
600129,2022/6/1,20.01,20.18
600130,2022/6/1,3.51,3.55
600131,2022/6/1,14.31,14.14
600132,2022/6/1,129.85,128.21
600133,2022/6/1,6.23,6.13
600135,2022/6/1,7.35,7.37
600136,2022/6/1,2.33,2.36
600137,2022/6/1,13.78,14.01
600138,2022/6/1,11.33,11.27
600139,2022/6/1,2.05,2.01
600141,2022/6/1,37.15,38.26
600143,2022/6/1,8.95,8.89
600148,2022/6/1,16.1,15.83
600149,2022/6/1,5.43,5.5
600150,2022/6/1,18.64,19.5
600151,2022/6/1,9.84,9.88
600152,2022/6/1,5.55,5.62
600153,2022/6/1,13.3,13
600155,2022/6/1,7.78,7.74
600156,2022/6/1,4.55,4.6
600157,2022/6/1,1.64,1.63
600158,2022/6/1,8.35,8.88
600159,2022/6/1,3.02,3.03
600160,2022/6/1,11.68,11.75
600161,2022/6/1,22.5,22.49
600162,2022/6/1,2.09,2.07
600163,2022/6/1,8.22,8.23
600165,2022/6/1,8.45,8.57
600166,2022/6/1,2.68,2.78
600167,2022/6/1,7.15,7.23
600168,2022/6/1,6.49,6.66
600169,2022/6/1,2.44,2.48
600170,2022/6/1,3.14,3.09
600171,2022/6/1,17.79,17.73
600172,2022/6/1,8.03,8.19
600173,2022/6/1,5.17,5.11
600176,2022/6/1,16.4,16.57
600177,2022/6/1,7.06,7.16
600178,2022/6/1,7.23,7.16
600179,2022/6/1,3.85,3.86
600180,2022/6/1,8.27,8.65
600182,2022/6/1,9.56,9.91
600183,2022/6/1,16.2,16.17
600184,2022/6/1,13.08,13.22
600185,2022/6/1,6.14,6.23
600186,2022/6/1,2.59,2.77
600187,2022/6/1,2.25,2.27
600188,2022/6/1,38.43,40.2
600189,2022/6/1,6.56,6.59
600190,2022/6/1,3.45,3.46
600191,2022/6/1,5.75,5.9
600192,2022/6/1,5.18,5.26
600193,2022/6/1,5.68,5.68
600195,2022/6/1,12.58,12.34
600196,2022/6/1,43.8,43.11
600197,2022/6/1,28.3,28.36
600198,2022/6/1,7.33,7.41
600199,2022/6/1,28.15,27.34
600200,2022/6/1,6.89,6.78
600201,2022/6/1,8.57,8.51
600202,2022/6/1,5.25,5.34
600203,2022/6/1,7.44,7.48
600206,2022/6/1,17.1,17.09
600207,2022/6/1,5.77,5.84
600208,2022/6/1,2.78,2.79
600209,2022/6/1,0.93,0.9
600210,2022/6/1,5.53,5.42
600211,2022/6/1,36.78,37.2
600212,2022/6/1,5.41,5.42
600213,2022/6/1,9,9.38
600215,2022/6/1,6.59,7.22
600216,2022/6/1,12.79,12.9
600217,2022/6/1,4.9,5.04
600218,2022/6/1,9.52,9.62
600219,2022/6/1,3.5,3.45
600220,2022/6/1,2.73,2.73
600221,2022/6/1,1.67,1.67
600222,2022/6/1,5.7,5.77
600223,2022/6/1,9.1,9.09
600225,2022/6/1,3.04,3
600226,2022/6/1,2.09,2.09
600227,2022/6/1,3.22,3.2
600228,2022/6/1,6.8,6.87
600229,2022/6/1,6.58,6.69
600230,2022/6/1,14.76,14.99
600231,2022/6/1,2.45,2.47
600232,2022/6/1,5.27,5.31
600233,2022/6/1,20.02,19.27
600234,2022/6/1,8.86,8.6
600235,2022/6/1,5.6,5.62
600236,2022/6/1,6.22,6.16
600237,2022/6/1,6.56,6.62
600238,2022/6/1,13.98,14.51
600239,2022/6/1,2,2
600241,2022/6/1,7.23,7.22
600242,2022/6/1,1.87,1.9
600243,2022/6/1,4.58,4.57
600246,2022/6/1,10.04,10.48
600248,2022/6/1,5.72,5.81
600249,2022/6/1,5.32,5.39
600250,2022/6/1,5.42,5.51
600251,2022/6/1,10.42,10.38
600252,2022/6/1,2.9,2.9
600255,2022/6/1,2.27,2.27
600256,2022/6/1,10.46,10.19
600257,2022/6/1,5.74,5.67
600258,2022/6/1,22.16,21.4
600259,2022/6/1,36.67,36.23
600260,2022/6/1,2.35,2.35
600261,2022/6/1,3.51,3.51
600262,2022/6/1,22.12,21.5
600265,2022/6/1,16.36,16.76
600266,2022/6/1,4.09,4.08
600267,2022/6/1,14.4,13.81
600268,2022/6/1,9.17,10.09
600269,2022/6/1,3.61,3.63
600271,2022/6/1,11,11.02
600272,2022/6/1,9.08,9.02
600273,2022/6/1,10.79,10.7
600275,2022/6/1,0.42,0.4
600276,2022/6/1,30.33,29.98
600277,2022/6/1,5.84,5.55
600278,2022/6/1,8.16,8.15
600279,2022/6/1,4.27,4.4
600280,2022/6/1,2.55,2.54
600281,2022/6/1,5.01,4.97
600282,2022/6/1,3.21,3.19
600283,2022/6/1,19.34,19.34
600284,2022/6/1,8.29,8.06
600285,2022/6/1,12.33,12.11
600287,2022/6/1,5.18,5.19
600288,2022/6/1,13.6,13.58
600289,2022/6/1,3.12,3.11
600290,2022/6/1,2.18,2.27
600291,2022/6/1,0.85,0.85
600292,2022/6/1,6.2,6.24
600293,2022/6/1,3.49,3.49
600295,2022/6/1,27.02,27.41
600297,2022/6/1,2.62,2.78
600298,2022/6/1,42.22,41.41
600299,2022/6/1,9.77,9.61
600300,2022/6/1,3.66,3.6
600301,2022/6/1,15.83,15.81
600302,2022/6/1,4.97,4.9
600303,2022/6/1,3.5,3.5
600305,2022/6/1,11.75,11.66
600306,2022/6/1,13.8,13.83
600307,2022/6/1,1.94,1.92
600308,2022/6/1,5.81,5.87
600309,2022/6/1,84.7,83.32
600310,2022/6/1,3.4,3.47
600311,2022/6/1,1.37,1.42
600312,2022/6/1,7.57,7.79
600313,2022/6/1,15.83,15.3
600315,2022/6/1,34.3,34.05
600316,2022/6/1,25.68,27.01
600318,2022/6/1,7.24,7.07
600319,2022/6/1,6.3,6.29
600320,2022/6/1,3.44,3.46
600321,2022/6/1,1.95,1.96
600322,2022/6/1,2.13,2.12
600323,2022/6/1,20.38,20.48
600325,2022/6/1,6.9,6.93
600326,2022/6/1,5.8,5.76
600327,2022/6/1,4.9,4.99
600328,2022/6/1,21.41,21.5
600329,2022/6/1,22,22.02
600330,2022/6/1,9.65,9.65
600331,2022/6/1,3.07,3.08
600332,2022/6/1,30.88,30.5
600333,2022/6/1,4.99,4.99
600335,2022/6/1,7.85,7.8
600336,2022/6/1,7.77,7.59
600337,2022/6/1,2.94,2.97
600338,2022/6/1,22.8,22.73
600339,2022/6/1,3.02,3.04
600340,2022/6/1,3.33,3.35
600343,2022/6/1,10.76,10.88
600345,2022/6/1,16.25,16.22
600346,2022/6/1,22.57,22.32
600348,2022/6/1,12.46,12.91
600350,2022/6/1,5.9,5.91
600351,2022/6/1,6.13,6.1
600352,2022/6/1,10.62,10.53
600353,2022/6/1,7.09,7.09
600354,2022/6/1,7.8,8.07
600355,2022/6/1,2.9,2.98
600356,2022/6/1,6.85,6.91
600358,2022/6/1,6.67,6.93
600359,2022/6/1,10.18,9.87
600360,2022/6/1,7.04,7.08
600361,2022/6/1,6.01,6.05
600362,2022/6/1,18.01,18
600363,2022/6/1,21.26,21.35
600365,2022/6/1,4.62,4.51
600366,2022/6/1,9.54,9.53
600367,2022/6/1,18.95,18.65
600368,2022/6/1,4.09,4.18
600369,2022/6/1,3.73,3.74
600370,2022/6/1,3.43,3.39
600371,2022/6/1,15.43,15.13
600373,2022/6/1,10.78,10.88
600375,2022/6/1,7.66,7.72
600376,2022/6/1,4.92,4.9
600377,2022/6/1,8.41,8.41
600378,2022/6/1,38.2,37.9
600379,2022/6/1,11.01,11.18
600380,2022/6/1,11.85,11.93
600381,2022/6/1,14.94,14.4
600382,2022/6/1,5.9,5.73
600383,2022/6/1,11.9,11.92
600386,2022/6/1,3.98,4.35
600387,2022/6/1,6.25,6.25
600388,2022/6/1,12.2,12
600389,2022/6/1,61.13,60.92
600390,2022/6/1,4.76,4.71
600391,2022/6/1,18.86,19.35
600392,2022/6/1,17.52,17.35
600393,2022/6/1,1.66,1.66
600395,2022/6/1,8.95,9.22
600396,2022/6/1,3.16,3.17
600397,2022/6/1,3.28,3.47
600398,2022/6/1,5.12,5.18
600399,2022/6/1,16.5,15.83
600400,2022/6/1,3.91,3.93
600403,2022/6/1,6.07,5.88
600405,2022/6/1,5.3,5.47
600406,2022/6/1,34.2,35.23
600408,2022/6/1,3.55,3.59
600409,2022/6/1,7.37,7.52
600410,2022/6/1,5.56,5.61
600415,2022/6/1,5.39,5.38
600416,2022/6/1,17.76,18.48
600418,2022/6/1,11.81,11.93
600419,2022/6/1,12.81,12.88
600420,2022/6/1,9.07,9
600421,2022/6/1,10.2,10.26
600422,2022/6/1,11.86,11.49
600423,2022/6/1,3.83,3.88
600425,2022/6/1,4.12,4.16
600426,2022/6/1,29.8,29
600428,2022/6/1,4.86,5.16
600429,2022/6/1,4.99,4.97
600433,2022/6/1,3.79,3.68
600435,2022/6/1,8.8,8.97
600436,2022/6/1,311,304.05
600438,2022/6/1,45.14,45.02
600439,2022/6/1,2.75,2.75
600444,2022/6/1,14.26,14.26
600446,2022/6/1,9.62,9.68
600448,2022/6/1,4.15,4.28
600449,2022/6/1,12.8,13.22
600452,2022/6/1,14.2,14.41
600455,2022/6/1,19.35,19.37
600456,2022/6/1,52.5,51.43
600458,2022/6/1,9.62,9.64
600459,2022/6/1,17.52,17.4
600460,2022/6/1,44.8,44.92
600461,2022/6/1,8.22,8.17
600462,2022/6/1,2.13,2.14
600463,2022/6/1,8.51,8.45
600466,2022/6/1,1.71,1.69
600467,2022/6/1,2.7,2.74
600468,2022/6/1,4.19,4.23
600469,2022/6/1,4.55,4.67
600470,2022/6/1,7.88,7.92
600475,2022/6/1,8.06,8.28
600476,2022/6/1,16.3,18.49
600477,2022/6/1,3.71,3.72
600478,2022/6/1,5.79,6.05
600479,2022/6/1,9.77,9.74
600480,2022/6/1,8.58,8.69
600481,2022/6/1,11.93,11.96
600482,2022/6/1,15.86,16.23
600483,2022/6/1,13.1,12.96
600486,2022/6/1,144.82,140.59
600487,2022/6/1,12.26,12.59
600488,2022/6/1,4.27,4.23
600489,2022/6/1,7.14,7.12
600490,2022/6/1,3.73,3.72
600491,2022/6/1,5.42,5.88
600493,2022/6/1,5.37,5.37
600495,2022/6/1,4.08,4.25
600496,2022/6/1,4.58,4.5
600497,2022/6/1,4.9,4.83
600498,2022/6/1,14.13,14.19
600499,2022/6/1,15.32,15.04
600500,2022/6/1,6.61,6.64
600501,2022/6/1,12.03,12.15
600502,2022/6/1,7.53,7.52
600503,2022/6/1,2.97,2.94
600505,2022/6/1,8.75,9.5
600506,2022/6/1,12.49,12.4
600507,2022/6/1,8.24,8.22
600508,2022/6/1,18.06,19.18
600509,2022/6/1,4.73,4.74
600510,2022/6/1,8.74,8.85
600511,2022/6/1,27.87,28
600512,2022/6/1,3.13,3.12
600513,2022/6/1,10.64,10.57
600515,2022/6/1,3.37,3.4
600516,2022/6/1,7.05,7.17
600517,2022/6/1,5.18,5.24
600518,2022/6/1,2.54,2.52
600519,2022/6/1,1802,1788.25
600520,2022/6/1,8.34,8.67
600521,2022/6/1,19.28,18.61
600522,2022/6/1,18.25,18.31
600523,2022/6/1,23.12,23.91
600525,2022/6/1,4.61,4.7
600526,2022/6/1,5.8,5.8
600527,2022/6/1,2.14,2.13
600528,2022/6/1,8.4,8.43
600529,2022/6/1,25.83,25.16
600530,2022/6/1,3.7,3.71
600531,2022/6/1,5,5.11
600533,2022/6/1,3.74,3.7
600535,2022/6/1,10.32,10.25
600536,2022/6/1,39.4,39.45
600537,2022/6/1,4.18,4.23
600538,2022/6/1,5.03,5.01
600539,2022/6/1,6.27,6.37
600540,2022/6/1,5.35,5.34
600543,2022/6/1,6.26,6.26
600545,2022/6/1,3.71,3.76
600546,2022/6/1,17.75,19.5
600547,2022/6/1,18.22,18.16
600548,2022/6/1,9.57,9.65
600549,2022/6/1,19.57,19.41
600550,2022/6/1,5.79,5.61
600551,2022/6/1,9.86,10.18
600552,2022/6/1,10.69,10.68
600556,2022/6/1,7.64,7.64
600557,2022/6/1,13.43,13.16
600558,2022/6/1,3.29,3.29
600559,2022/6/1,24.1,24.9
600560,2022/6/1,9.94,10.29
600561,2022/6/1,5.27,5.28
600562,2022/6/1,15.21,15.27
600563,2022/6/1,176.9,170.35
600565,2022/6/1,2.22,2.45
600566,2022/6/1,22.97,24.03
600567,2022/6/1,2.83,2.86
600568,2022/6/1,1.63,1.63
600569,2022/6/1,2.81,2.76
600570,2022/6/1,39.95,39.4
600571,2022/6/1,8.56,8.46
600572,2022/6/1,4.47,4.44
600573,2022/6/1,9.8,9.85
600575,2022/6/1,3.41,3.47
600576,2022/6/1,5.3,5.3
600577,2022/6/1,4.68,4.8
600578,2022/6/1,3.27,3.21
600579,2022/6/1,6.66,6.94
600580,2022/6/1,12.44,12.66
600581,2022/6/1,5.72,5.75
600582,2022/6/1,5.08,5.17
600583,2022/6/1,4.45,4.47
600584,2022/6/1,24.06,23.99
600585,2022/6/1,36.83,37.17
600586,2022/6/1,6.69,6.68
600587,2022/6/1,19.35,19.5
600588,2022/6/1,19.34,19.04
600589,2022/6/1,1.83,1.85
600590,2022/6/1,6.25,6.27
600592,2022/6/1,7.83,7.79
600593,2022/6/1,14.29,14.72
600594,2022/6/1,5.22,5.2
600595,2022/6/1,4.27,4.24
600596,2022/6/1,18.73,18.56
600597,2022/6/1,12.12,11.96
600598,2022/6/1,16.52,16.27
600599,2022/6/1,10.14,10.1
600600,2022/6/1,91.9,91.62
600601,2022/6/1,2.49,2.45
600602,2022/6/1,6.9,6.88
600603,2022/6/1,4.5,4.6
600604,2022/6/1,6.02,5.94
600605,2022/6/1,7.81,7.86
600606,2022/6/1,3.84,3.81
600608,2022/6/1,4.75,4.79
600609,2022/6/1,5.84,6.09
600610,2022/6/1,14.19,14.69
600611,2022/6/1,3.22,3.21
600612,2022/6/1,40.8,40.19
600613,2022/6/1,5.71,5.68
600615,2022/6/1,8.82,8.95
600616,2022/6/1,6.98,7.06
600617,2022/6/1,4.95,4.95
600618,2022/6/1,12.83,12.89
600619,2022/6/1,6.47,6.56
600620,2022/6/1,9.31,9.47
600621,2022/6/1,10.81,10.7
600622,2022/6/1,3.83,3.79
600623,2022/6/1,8.78,8.67
600624,2022/6/1,7.05,7.14
600626,2022/6/1,4.22,4.19
600628,2022/6/1,8.3,8.53
600629,2022/6/1,7.98,7.95
600630,2022/6/1,6.01,6.16
600633,2022/6/1,6.93,6.95
600635,2022/6/1,3.29,3.29
600636,2022/6/1,8.03,8
600637,2022/6/1,7.38,7.41
600638,2022/6/1,5.88,5.88
600639,2022/6/1,14.71,14.16
600640,2022/6/1,9.82,10.09
600641,2022/6/1,16.63,16.81
600642,2022/6/1,5.7,5.69
600643,2022/6/1,6.11,6.08
600644,2022/6/1,6.25,6.57
600645,2022/6/1,18.44,18.43
600647,2022/6/1,16.65,16.74
600648,2022/6/1,13.78,13.82
600649,2022/6/1,4.56,4.47
600650,2022/6/1,11.89,12.08
600651,2022/6/1,3.65,3.68
600652,2022/6/1,1.21,1.13
600653,2022/6/1,2.32,2.34
600654,2022/6/1,2.16,2.16
600655,2022/6/1,10,9.88
600657,2022/6/1,5.6,5.54
600658,2022/6/1,4.33,4.27
600660,2022/6/1,40.94,41.15
600661,2022/6/1,9.49,9.45
600662,2022/6/1,6.4,6.32
600663,2022/6/1,10.88,10.86
600664,2022/6/1,2.93,2.96
600665,2022/6/1,3.52,3.43
600666,2022/6/1,1.2,1.23
600667,2022/6/1,7.1,7.14
600668,2022/6/1,13.45,13.55
600671,2022/6/1,7.82,7.86
600673,2022/6/1,7.28,7.25
600674,2022/6/1,11.97,11.87
600675,2022/6/1,3.26,3.21
600676,2022/6/1,4.49,4.51
600678,2022/6/1,5.87,6.03
600679,2022/6/1,10.43,10.26
600681,2022/6/1,4.52,4.57
600682,2022/6/1,9.35,9.32
600683,2022/6/1,5,4.86
600684,2022/6/1,3.75,3.9
600685,2022/6/1,16.3,16.77
600686,2022/6/1,6.46,6.74
600688,2022/6/1,3.37,3.31
600689,2022/6/1,9.05,8.99
600690,2022/6/1,25.59,25.46
600691,2022/6/1,3.99,3.99
600692,2022/6/1,6.31,6.46
600693,2022/6/1,4.53,4.55
600694,2022/6/1,18.15,17.89
600695,2022/6/1,0.53,0.52
600696,2022/6/1,27.9,28.1
600697,2022/6/1,13.9,13.8
600698,2022/6/1,5.23,5.88
600699,2022/6/1,12.27,12.34
600702,2022/6/1,171.1,168.88
600703,2022/6/1,20.65,20.79
600704,2022/6/1,5.07,5.08
600705,2022/6/1,3.36,3.38
600706,2022/6/1,11.03,10.97
600707,2022/6/1,4.44,4.4
600708,2022/6/1,2.6,2.56
600710,2022/6/1,6.07,6.1
600711,2022/6/1,7.45,7.37
600712,2022/6/1,4.35,4.48
600713,2022/6/1,4.78,4.73
600714,2022/6/1,13.06,13
600715,2022/6/1,2.31,2.33
600716,2022/6/1,5.76,5.39
600717,2022/6/1,4.2,4.24
600718,2022/6/1,10.04,10
600719,2022/6/1,4.6,4.78
600720,2022/6/1,13.74,13.63
600721,2022/6/1,8.1,7.89
600722,2022/6/1,5.78,5.85
600724,2022/6/1,4.42,4.39
600725,2022/6/1,4.35,4.49
600726,2022/6/1,2.49,2.57
600727,2022/6/1,8.28,8.31
600728,2022/6/1,6.12,6.15
600729,2022/6/1,21.75,21.72
600730,2022/6/1,6.01,5.82
600731,2022/6/1,7.14,7.11
600732,2022/6/1,25.4,23.69
600733,2022/6/1,7.4,7.71
600734,2022/6/1,5.51,5.13
600735,2022/6/1,6.72,6.77
600736,2022/6/1,5.39,5.33
600737,2022/6/1,8.2,8.3
600738,2022/6/1,7.42,7
600739,2022/6/1,14,13.87
600740,2022/6/1,5.87,6.02
600741,2022/6/1,22.5,23.2
600742,2022/6/1,9.07,9.26
600743,2022/6/1,2,2.01
600744,2022/6/1,4.88,5.06
600745,2022/6/1,63.38,63.72
600746,2022/6/1,12.52,12.77
600748,2022/6/1,3.91,3.92
600749,2022/6/1,12.56,12.38
600750,2022/6/1,13.4,13.18
600751,2022/6/1,2.74,2.72
600753,2022/6/1,11.96,12.02
600754,2022/6/1,53.52,51.55
600755,2022/6/1,7.95,7.91
600756,2022/6/1,13.66,14.02
600757,2022/6/1,5.7,5.76
600758,2022/6/1,4.56,4.62
600759,2022/6/1,2.16,2.15
600760,2022/6/1,55.6,57
600761,2022/6/1,10.38,10.38
600763,2022/6/1,140.39,142.31
600764,2022/6/1,24,26.2
600765,2022/6/1,27.26,26.65
600766,2022/6/1,8.4,8.51
600767,2022/6/1,4.55,4.33
600768,2022/6/1,9.02,9.1
600769,2022/6/1,8,8.19
600770,2022/6/1,8.17,8.35
600771,2022/6/1,29.17,28.62
600773,2022/6/1,16.35,15.97
600774,2022/6/1,11.4,11.42
600775,2022/6/1,9.1,8.99
600776,2022/6/1,10.93,10.16
600777,2022/6/1,2.3,2.27
600778,2022/6/1,6.31,6.34
600779,2022/6/1,75.47,75.92
600780,2022/6/1,5.95,5.79
600782,2022/6/1,5.65,5.64
600783,2022/6/1,13.41,13.19
600784,2022/6/1,6.83,6.81
600785,2022/6/1,13.46,13.25
600787,2022/6/1,6.02,6.1
600789,2022/6/1,6.43,6.42
600790,2022/6/1,3.91,3.88
600791,2022/6/1,4.67,4.83
600792,2022/6/1,4.08,4.15
600793,2022/6/1,12.28,13.28
600794,2022/6/1,3.29,3.5
600795,2022/6/1,3.6,3.51
600796,2022/6/1,5.76,5.97
600797,2022/6/1,5.6,5.65
600798,2022/6/1,4.2,4.37
600800,2022/6/1,4.07,4.12
600801,2022/6/1,19.77,19.88
600802,2022/6/1,6.47,6.48
600803,2022/6/1,18.3,18.71
600804,2022/6/1,3.86,3.82
600805,2022/6/1,4.89,5.03
600807,2022/6/1,3.71,3.82
600808,2022/6/1,3.88,3.89
600809,2022/6/1,270.4,271.6
600810,2022/6/1,9.25,9.24
600811,2022/6/1,2.96,2.91
600812,2022/6/1,6.6,6.57
600814,2022/6/1,7,7.06
600815,2022/6/1,2.95,2.97
600816,2022/6/1,4.18,4.28
600817,2022/6/1,9.44,9.64
600818,2022/6/1,17.48,17.27
600819,2022/6/1,5.15,5.09
600820,2022/6/1,6.02,5.96
600821,2022/6/1,6.26,6.25
600822,2022/6/1,9.32,9.3
600823,2022/6/1,2.97,2.98
600824,2022/6/1,4.11,4.14
600825,2022/6/1,4.21,4.38
600826,2022/6/1,7.85,7.91
600827,2022/6/1,12.18,12.03
600828,2022/6/1,3.72,3.75
600829,2022/6/1,5.86,5.94
600830,2022/6/1,6.01,6.21
600831,2022/6/1,6,6.28
600833,2022/6/1,9.43,9.41
600834,2022/6/1,9.09,8.97
600835,2022/6/1,12.2,12.27
600836,2022/6/1,6.75,6.87
600837,2022/6/1,9.14,9.09
600838,2022/6/1,8.8,8.5
600839,2022/6/1,2.83,2.91
600841,2022/6/1,8.14,8.19
600843,2022/6/1,5.26,5.24
600844,2022/6/1,3.28,3.25
600845,2022/6/1,52.41,50.82
600846,2022/6/1,7.94,7.84
600847,2022/6/1,15.3,15.9
600848,2022/6/1,14.21,13.93
600850,2022/6/1,25.1,25
600851,2022/6/1,6.88,6.93
600853,2022/6/1,3.62,3.78
600854,2022/6/1,5.81,5.78
600855,2022/6/1,11.46,11.66
600856,2022/6/1,0.31,0.29
600857,2022/6/1,10.99,10.68
600858,2022/6/1,5.78,5.8
600859,2022/6/1,23.8,23.61
600860,2022/6/1,17.9,18.15
600861,2022/6/1,20.87,20.54
600862,2022/6/1,25.31,25.15
600863,2022/6/1,3.88,3.9
600864,2022/6/1,4.68,4.69
600865,2022/6/1,10.57,10.54
600866,2022/6/1,6.18,6.2
600867,2022/6/1,10.1,10.22
600868,2022/6/1,2.71,2.74
600869,2022/6/1,4.23,4.24
600871,2022/6/1,1.96,1.96
600872,2022/6/1,26.33,25.87
600873,2022/6/1,9.52,9.48
600874,2022/6/1,7.03,7
600875,2022/6/1,13.87,13.87
600876,2022/6/1,22.77,24.1
600877,2022/6/1,11.05,11.01
600879,2022/6/1,6.55,6.57
600880,2022/6/1,5.48,5.56
600881,2022/6/1,2.66,2.69
600882,2022/6/1,35.71,35.33
600883,2022/6/1,7.43,7.48
600884,2022/6/1,22.62,23.04
600885,2022/6/1,52.86,52.17
600886,2022/6/1,10.33,10.23
600887,2022/6/1,37.1,36.6
600888,2022/6/1,8.39,8.38
600889,2022/6/1,4.73,4.77
600890,2022/6/1,0.32,0.31
600892,2022/6/1,4.07,4.17
600893,2022/6/1,39.55,40.16
600894,2022/6/1,6.67,6.65
600895,2022/6/1,12.27,12.22
600897,2022/6/1,15.37,15.53
600898,2022/6/1,6.8,6.7
600900,2022/6/1,24.02,24.23
600901,2022/6/1,4.98,4.91
600903,2022/6/1,7,7.04
600905,2022/6/1,6.18,6.16
600906,2022/6/1,8.06,8.02
600908,2022/6/1,5.49,5.49
600909,2022/6/1,4.27,4.27
600916,2022/6/1,10.94,10.96
600917,2022/6/1,7.26,7.31
