Stkcd,Trddt,Opnprc,Clsprc
603979,2022/6/1,22.22,21.75
603980,2022/6/1,5.07,5.09
603982,2022/6/1,20.76,21.68
603983,2022/6/1,22.96,22.86
603985,2022/6/1,29.82,29.92
603986,2022/6/1,143.3,143.85
603987,2022/6/1,16.49,17.36
603988,2022/6/1,11.6,11.32
603989,2022/6/1,27.5,27.61
603990,2022/6/1,23.5,23.01
603991,2022/6/1,41.35,41.75
603992,2022/6/1,15.45,15.61
603993,2022/6/1,4.74,4.78
603995,2022/6/1,34.57,35.8
603997,2022/6/1,8.6,8.95
603998,2022/6/1,6.29,6.22
603999,2022/6/1,5.31,5.48
605001,2022/6/1,6.28,6.34
605003,2022/6/1,21.19,21.67
605005,2022/6/1,16.58,17.7
605006,2022/6/1,10.11,10.22
605007,2022/6/1,15.92,16.27
605008,2022/6/1,11.44,11.51
605009,2022/6/1,36.51,37.17
605011,2022/6/1,17.79,18.01
605016,2022/6/1,38.38,39.55
605018,2022/6/1,15.01,15.01
605020,2022/6/1,21.78,22.01
605028,2022/6/1,17.69,18.2
605033,2022/6/1,24.21,25.25
605050,2022/6/1,10.95,11.39
605055,2022/6/1,6.57,6.54
605056,2022/6/1,13.11,13.19
605058,2022/6/1,18.25,18.4
605060,2022/6/1,17.61,17.9
605066,2022/6/1,8.27,8.46
605068,2022/6/1,24.05,24.65
605069,2022/6/1,15.4,15.36
605077,2022/6/1,20.81,20.68
605080,2022/6/1,69.2,66.98
605081,2022/6/1,17.5,17.69
605086,2022/6/1,19.54,19.52
605088,2022/6/1,13.26,13.27
605089,2022/6/1,58.35,59.12
605090,2022/6/1,20.65,20.16
605098,2022/6/1,28.3,28.61
605099,2022/6/1,26.34,26.68
605100,2022/6/1,19.73,20.02
605108,2022/6/1,18.92,18.83
605111,2022/6/1,103.35,103.55
605116,2022/6/1,22.45,22.11
605117,2022/6/1,203.8,195.01
605118,2022/6/1,13.4,13.14
605122,2022/6/1,16.88,17.12
605123,2022/6/1,112.84,113.88
605128,2022/6/1,28.4,27.89
605133,2022/6/1,19.8,19.62
605136,2022/6/1,15.35,15.59
605138,2022/6/1,11.25,11.38
605151,2022/6/1,18.65,19.3
605155,2022/6/1,13.7,13.82
605158,2022/6/1,6.63,6.65
605162,2022/6/1,8.93,8.97
605166,2022/6/1,11.85,11.92
605167,2022/6/1,7.7,7.93
605168,2022/6/1,81.6,83.48
605169,2022/6/1,11.39,11.37
605177,2022/6/1,23.05,22.42
605178,2022/6/1,23.65,23.43
605179,2022/6/1,11.23,11.45
605180,2022/6/1,23.64,24.38
605183,2022/6/1,17.72,18.56
605186,2022/6/1,26.97,27.9
605188,2022/6/1,7.31,7.43
605189,2022/6/1,19.85,20.05
605196,2022/6/1,7.86,7.91
605198,2022/6/1,17.88,17.38
605199,2022/6/1,16.38,16.18
605208,2022/6/1,17.16,17.53
605218,2022/6/1,11.84,12.37
605222,2022/6/1,19.08,19.69
605228,2022/6/1,7.6,7.78
605255,2022/6/1,14.57,14.69
605258,2022/6/1,21.85,22.17
605259,2022/6/1,27.16,27.42
605266,2022/6/1,56.34,59.55
605268,2022/6/1,9.39,9.18
605277,2022/6/1,15.87,16.34
605286,2022/6/1,31.52,32.81
605287,2022/6/1,25.8,25.47
605288,2022/6/1,34.5,35.7
605289,2022/6/1,23.99,23.23
605296,2022/6/1,25.19,24.9
605298,2022/6/1,17.25,17.41
605299,2022/6/1,10.21,11.2
605300,2022/6/1,14.61,14.68
605303,2022/6/1,12.41,12.44
605305,2022/6/1,42.72,42.5
605318,2022/6/1,14.34,14.48
605319,2022/6/1,13.91,14.34
605333,2022/6/1,18.54,19.15
605336,2022/6/1,25.62,27
605337,2022/6/1,26.53,24.97
605338,2022/6/1,28.89,29.69
605339,2022/6/1,21.75,21.62
605358,2022/6/1,61.54,60.31
605365,2022/6/1,14.68,14.91
605366,2022/6/1,25.16,27.5
605368,2022/6/1,13.18,13.15
605369,2022/6/1,112,111.1
605376,2022/6/1,46,46.99
605377,2022/6/1,16.41,16.06
605378,2022/6/1,20.08,20.52
605388,2022/6/1,17.04,17.48
605389,2022/6/1,35.47,36.22
605398,2022/6/1,31.5,32.08
605399,2022/6/1,52,52.08
605488,2022/6/1,21.18,21.38
605499,2022/6/1,144,142.4
605500,2022/6/1,15.42,15.54
605507,2022/6/1,23.34,23.49
605555,2022/6/1,23.07,23.53
605566,2022/6/1,20.8,20.9
605567,2022/6/1,15.18,15.09
605577,2022/6/1,13.7,14.17
605580,2022/6/1,12.67,12.92
605588,2022/6/1,29.62,30.03
605589,2022/6/1,22.97,23.32
605598,2022/6/1,20.05,20.37
605599,2022/6/1,10.76,10.93
688001,2022/6/1,30,29.13
688002,2022/6/1,39.24,40.21
688003,2022/6/1,30,29.52
688004,2022/6/1,23.67,24.84
688005,2022/6/1,91.5,92.45
688006,2022/6/1,59.5,60.76
688007,2022/6/1,18.25,18.27
688008,2022/6/1,63.9,63.67
688009,2022/6/1,4.54,4.53
688010,2022/6/1,22.56,23.11
688011,2022/6/1,20.6,21.54
688012,2022/6/1,115.3,116.3
688013,2022/6/1,18.45,19.13
688015,2022/6/1,23.4,24.18
688016,2022/6/1,183.77,192.02
688017,2022/6/1,107.89,114
688018,2022/6/1,105.88,107.57
688019,2022/6/1,204.1,214.5
688020,2022/6/1,38.8,39.29
688021,2022/6/1,25.75,27.49
688022,2022/6/1,49.95,50.13
688023,2022/6/1,118.68,121.85
688025,2022/6/1,43.99,41.56
688026,2022/6/1,58.3,59.49
688027,2022/6/1,93,95.95
688028,2022/6/1,30.28,30.95
688029,2022/6/1,102.17,106.6
688030,2022/6/1,19,19.82
688032,2022/6/1,857.11,827.88
688033,2022/6/1,17.5,18.05
688036,2022/6/1,87.5,95.94
688037,2022/6/1,134,138.3
688038,2022/6/1,13.14,13.95
688039,2022/6/1,34.7,36.01
688045,2022/6/1,61.5,68.05
688046,2022/6/1,25.1,24.29
688048,2022/6/1,87,89.2
688049,2022/6/1,31.99,34.2
688050,2022/6/1,199,196.66
688051,2022/6/1,27.48,27.88
688052,2022/6/1,306.98,297.5
688055,2022/6/1,5,5.13
688056,2022/6/1,30.99,37.06
688057,2022/6/1,17.29,17.73
688058,2022/6/1,66.27,70.34
688059,2022/6/1,126.26,125.66
688060,2022/6/1,43.24,44.99
688062,2022/6/1,15.9,16.46
688063,2022/6/1,201.79,210
688065,2022/6/1,87.64,92.33
688066,2022/6/1,64.03,66.2
688067,2022/6/1,20.51,21.55
688068,2022/6/1,119.16,117.98
688069,2022/6/1,37.58,38.49
688070,2022/6/1,27.4,28.02
688071,2022/6/1,31.11,32.39
688072,2022/6/1,146.58,150
688075,2022/6/1,157.6,160.37
688076,2022/6/1,24.25,23.99
688077,2022/6/1,77.5,79.53
688078,2022/6/1,50.2,52.78
688079,2022/6/1,11.47,11.07
688080,2022/6/1,39.2,40.45
688081,2022/6/1,19.96,19.86
688082,2022/6/1,83.06,84.49
688083,2022/6/1,260,259.98
688085,2022/6/1,19.6,20.5
688086,2022/6/1,5.96,6.03
688087,2022/6/1,61.9,64.1
688088,2022/6/1,24.12,24.4
688089,2022/6/1,31.33,31.5
688090,2022/6/1,27.28,28.35
688091,2022/6/1,165.06,173.56
688092,2022/6/1,24.99,26.07
688093,2022/6/1,25.5,26.15
688095,2022/6/1,88.4,91.88
688096,2022/6/1,13.69,13.73
688097,2022/6/1,30.25,30.65
688098,2022/6/1,8.55,8.89
688099,2022/6/1,107.06,105.34
688100,2022/6/1,21.93,21.75
688101,2022/6/1,13.9,14.19
688102,2022/6/1,12.5,12.9
688103,2022/6/1,45.13,45.11
688105,2022/6/1,72.6,72.53
688106,2022/6/1,18.5,18.72
688107,2022/6/1,56.1,55.9
688108,2022/6/1,5.74,5.94
688109,2022/6/1,29.3,30.85
688110,2022/6/1,34.03,35.18
688111,2022/6/1,204,205
688112,2022/6/1,56.83,55.95
688113,2022/6/1,39.9,41.68
688115,2022/6/1,38,39
688116,2022/6/1,127,129
688117,2022/6/1,29.33,29.93
688118,2022/6/1,16.7,17.26
688121,2022/6/1,18.42,18.83
688122,2022/6/1,91.01,88.36
688123,2022/6/1,99,103
688125,2022/6/1,38.59,42.55
688126,2022/6/1,22.17,22.68
688127,2022/6/1,20.56,21.14
688128,2022/6/1,19.22,19.92
688129,2022/6/1,13.97,14.19
688131,2022/6/1,148.35,153.29
688133,2022/6/1,149.07,149.6
688135,2022/6/1,28.49,29.45
688136,2022/6/1,28.62,27.77
688138,2022/6/1,14,14.52
688139,2022/6/1,72.35,74.99
688148,2022/6/1,16.44,17.28
688150,2022/6/1,26.38,26.38
688151,2022/6/1,23.83,24.33
688153,2022/6/1,49.3,51.44
688155,2022/6/1,83.57,85.77
688156,2022/6/1,19.4,20.33
688157,2022/6/1,86.19,87.65
688158,2022/6/1,13.65,14.66
688159,2022/6/1,21,21.6
688160,2022/6/1,23.59,24.05
688161,2022/6/1,44.49,45.03
688162,2022/6/1,46.1,50.32
688163,2022/6/1,24.75,26.15
688165,2022/6/1,7.68,7.97
688166,2022/6/1,22.15,22.05
688167,2022/6/1,114.13,115.13
688168,2022/6/1,40.26,42.7
688169,2022/6/1,635.36,624.37
688170,2022/6/1,28.47,30.28
688171,2022/6/1,21.98,22.66
688173,2022/6/1,24.38,24.64
688175,2022/6/1,31.1,32.65
688176,2022/6/1,12.07,12.19
688177,2022/6/1,18.96,19.42
688178,2022/6/1,18.04,18.53
688179,2022/6/1,45.79,47.05
688180,2022/6/1,83,73.28
688181,2022/6/1,38.83,39.49
688182,2022/6/1,13.15,13.77
688183,2022/6/1,10.02,10.33
688185,2022/6/1,174.79,175.04
688186,2022/6/1,26.39,27.04
688187,2022/6/1,56.02,59.61
688188,2022/6/1,206.1,210.15
688189,2022/6/1,16.6,17.22
688190,2022/6/1,74.09,77.68
688191,2022/6/1,15.8,16.45
688192,2022/6/1,23.65,24.45
688193,2022/6/1,53.59,55
688195,2022/6/1,21.9,20.99
688196,2022/6/1,61.88,63.88
688197,2022/6/1,23.12,25
688198,2022/6/1,125.98,122.31
688199,2022/6/1,38.8,38.84
688200,2022/6/1,370.97,378.91
688201,2022/6/1,48.5,50.76
688202,2022/6/1,364.04,357.9
688206,2022/6/1,25.07,25.6
688207,2022/6/1,26.6,26.78
688208,2022/6/1,31.22,32.63
688209,2022/6/1,24.59,25.44
688210,2022/6/1,28.72,28.93
688211,2022/6/1,38,40.58
688212,2022/6/1,42.55,44.39
688213,2022/6/1,45.4,47.1
688215,2022/6/1,29.47,29.89
688216,2022/6/1,24.78,25.38
688217,2022/6/1,40.4,39.47
688218,2022/6/1,11.45,11.78
688219,2022/6/1,9.1,9.42
688220,2022/6/1,65.01,67.93
688221,2022/6/1,14.1,14.19
688222,2022/6/1,13.6,14.27
688223,2022/6/1,13.9,13.75
688225,2022/6/1,19.41,20.68
688226,2022/6/1,11.69,12.18
688227,2022/6/1,20.21,21.3
688228,2022/6/1,29.9,31.4
688229,2022/6/1,42.3,42.55
688230,2022/6/1,86.76,88.98
688232,2022/6/1,38.1,41.6
688233,2022/6/1,61.32,61.9
688234,2022/6/1,53.67,55.84
688235,2022/6/1,88.46,88.1
688236,2022/6/1,17.41,18.15
688238,2022/6/1,18.4,19.35
688239,2022/6/1,56.5,56.85
688246,2022/6/1,21.98,22.73
688248,2022/6/1,19.26,20.01
688255,2022/6/1,26.6,27.56
688256,2022/6/1,56.55,58.04
688257,2022/6/1,38.04,38.85
688258,2022/6/1,25.61,30.72
688259,2022/6/1,79.63,81.75
688260,2022/6/1,14.3,14.78
688261,2022/6/1,250.5,243.01
688262,2022/6/1,32,33.04
688265,2022/6/1,56.91,57.9
688266,2022/6/1,30,33.94
688267,2022/6/1,39.09,37.8
688268,2022/6/1,62.06,62.33
688269,2022/6/1,104,108.33
688270,2022/6/1,56.08,60
688272,2022/6/1,29.81,31.15
688276,2022/6/1,42.87,42.17
688277,2022/6/1,13,13.88
688278,2022/6/1,24.28,24.39
688279,2022/6/1,60,63.3
688280,2022/6/1,10.13,10.75
688281,2022/6/1,346.66,352
688282,2022/6/1,42,42.99
688283,2022/6/1,32.24,39.86
688285,2022/6/1,10,9.27
688286,2022/6/1,47.64,48.59
688287,2022/6/1,17.76,19.44
688288,2022/6/1,19.08,22.69
688289,2022/6/1,32.51,32.85
688290,2022/6/1,42.83,44.25
688295,2022/6/1,34.8,34.93
688296,2022/6/1,25.7,26.36
688298,2022/6/1,170.5,169.73
688299,2022/6/1,16.74,17.55
688300,2022/6/1,75.6,77.61
688301,2022/6/1,391,390
688302,2022/6/1,32.14,34.61
688303,2022/6/1,60.97,59.96
688305,2022/6/1,64.15,66.87
688306,2022/6/1,5.1,5.39
688308,2022/6/1,65.2,65.08
688309,2022/6/1,15.11,15.75
688310,2022/6/1,21.24,22.03
688311,2022/6/1,57.2,59.01
688312,2022/6/1,15.81,16.48
688313,2022/6/1,10.04,10.31
688314,2022/6/1,43.21,45.88
688315,2022/6/1,21.94,23.06
688316,2022/6/1,33.73,33.91
688317,2022/6/1,38.88,39.21
688318,2022/6/1,110.01,112
688319,2022/6/1,21.3,21.3
688320,2022/6/1,20.4,24.08
688321,2022/6/1,21.5,22.55
688323,2022/6/1,22.88,23.84
688325,2022/6/1,55.13,58.22
688326,2022/6/1,105.01,106.46
688327,2022/6/1,25.5,27.35
688328,2022/6/1,21.55,21.99
688329,2022/6/1,25.78,28.16
688330,2022/6/1,99.74,100.85
688331,2022/6/1,31.93,33.46
688333,2022/6/1,180.1,180.38
688335,2022/6/1,27.78,28.57
688336,2022/6/1,14.22,14.93
688337,2022/6/1,55,53.38
688338,2022/6/1,31.96,32.86
688339,2022/6/1,119.2,123.98
688345,2022/6/1,47.8,51.6
688350,2022/6/1,16.95,17.28
688355,2022/6/1,20.33,20.48
688356,2022/6/1,181.7,189.49
688357,2022/6/1,109.64,115.42
688358,2022/6/1,33.8,34.68
688359,2022/6/1,35.61,35.9
688360,2022/6/1,24.7,25.61
688363,2022/6/1,145.95,146.41
688365,2022/6/1,8.82,9.18
688366,2022/6/1,88.1,87.88
688367,2022/6/1,18.56,22.01
688368,2022/6/1,144.01,150.5
688369,2022/6/1,46.97,48.74
688377,2022/6/1,29.12,29.3
688378,2022/6/1,56,57.56
688379,2022/6/1,15.51,15.87
688383,2022/6/1,95.26,99.82
688385,2022/6/1,50.77,50.35
688386,2022/6/1,37.36,39.12
688388,2022/6/1,73.88,74.81
688389,2022/6/1,15.45,15.88
688390,2022/6/1,263.79,264.99
688393,2022/6/1,22.3,22.35
688395,2022/6/1,17.93,19
688396,2022/6/1,52.71,53.59
688398,2022/6/1,27.58,27.86
688399,2022/6/1,120.72,121.52
688408,2022/6/1,79.22,79
688418,2022/6/1,8.98,9.18
688425,2022/6/1,4.2,4.26
688456,2022/6/1,22.9,23.78
688466,2022/6/1,15.9,16.26
688468,2022/6/1,11.6,12.13
688488,2022/6/1,8.99,9.3
688499,2022/6/1,171.39,175.5
688500,2022/6/1,20.95,21.67
688501,2022/6/1,15.12,15.72
688505,2022/6/1,9.64,9.83
688508,2022/6/1,73.28,74.9
688509,2022/6/1,5.4,5.62
688510,2022/6/1,15.32,15.95
688511,2022/6/1,34,37.37
688513,2022/6/1,51.53,52.3
688516,2022/6/1,239.78,238.09
688517,2022/6/1,11.07,11.41
688518,2022/6/1,27.8,28.71
688519,2022/6/1,30.18,29.9
688520,2022/6/1,50,51.15
688521,2022/6/1,45.45,46.24
688526,2022/6/1,21.95,21.9
688528,2022/6/1,10.13,10.25
688529,2022/6/1,24.46,25.85
688533,2022/6/1,49.68,50.15
688536,2022/6/1,540.63,546.42
688538,2022/6/1,2.71,2.73
688550,2022/6/1,103,104.99
688551,2022/6/1,33,35.4
688553,2022/6/1,22.58,23.33
688555,2022/6/1,13.3,14.03
688556,2022/6/1,86.62,84.68
688557,2022/6/1,29.06,30.8
688558,2022/6/1,30.22,30.78
688559,2022/6/1,55.73,55.53
688560,2022/6/1,29.15,29.25
688561,2022/6/1,47.92,49.41
688565,2022/6/1,9.15,9.42
688566,2022/6/1,16.87,17.68
688567,2022/6/1,22.59,23.64
688568,2022/6/1,62.43,63.8
688569,2022/6/1,18.5,19.14
688571,2022/6/1,7.19,7.4
688575,2022/6/1,30.1,29.84
688577,2022/6/1,35.98,37.87
688578,2022/6/1,21.86,23.2
688579,2022/6/1,8.4,8.75
688580,2022/6/1,49,52.33
688585,2022/6/1,8.66,9.2
688586,2022/6/1,22.07,23.15
688588,2022/6/1,10.67,11
688589,2022/6/1,37.34,39.07
688590,2022/6/1,13.44,13.93
688595,2022/6/1,65.86,67.18
688596,2022/6/1,19.01,19.05
688597,2022/6/1,13.35,15.19
688598,2022/6/1,242.02,244.57
688599,2022/6/1,63,60.73
688600,2022/6/1,12.09,12.67
688601,2022/6/1,131.7,142.78
688606,2022/6/1,129.88,130.3
688607,2022/6/1,18.16,19.02
688608,2022/6/1,139.89,142.9
688609,2022/6/1,8.13,8.52
688611,2022/6/1,58.77,61.1
688613,2022/6/1,27.54,30.3
688616,2022/6/1,10.23,10.44
688617,2022/6/1,208.72,207.67
688618,2022/6/1,39.66,40.49
688619,2022/6/1,13.72,14.03
688621,2022/6/1,94.8,91.67
688622,2022/6/1,28,29.51
688625,2022/6/1,43.04,43.08
688626,2022/6/1,31,32.68
688628,2022/6/1,26.18,27.93
688630,2022/6/1,46.44,49
688633,2022/6/1,41.03,43.18
688636,2022/6/1,111.28,115.38
688639,2022/6/1,95.16,96.74
688655,2022/6/1,11.71,12.06
688656,2022/6/1,37.92,39.13
688658,2022/6/1,17.72,18.07
688659,2022/6/1,9.25,9.53
688660,2022/6/1,8.42,8.59
688661,2022/6/1,56.8,57
688662,2022/6/1,30.45,30.7
688663,2022/6/1,27.23,29.82
688665,2022/6/1,125,123.65
688667,2022/6/1,132.86,135
688668,2022/6/1,56.81,59.95
688669,2022/6/1,23.94,24.86
688670,2022/6/1,39.8,39.95
688676,2022/6/1,17.05,18.21
688677,2022/6/1,80.29,81.55
688678,2022/6/1,19.55,19.9
688679,2022/6/1,10.42,10.61
688680,2022/6/1,208,211.47
688681,2022/6/1,13.49,13.83
688682,2022/6/1,111.42,113.85
688683,2022/6/1,20.16,20.5
688685,2022/6/1,20,20.7
688686,2022/6/1,205.08,212.49
688687,2022/6/1,16.5,17.21
688689,2022/6/1,27.6,28.63
688690,2022/6/1,69.3,70.19
688696,2022/6/1,295,302.36
688697,2022/6/1,13.35,14
688698,2022/6/1,17.32,17.9
688699,2022/6/1,93.93,96.26
688700,2022/6/1,69.2,68.17
688701,2022/6/1,11.41,11.62
688707,2022/6/1,47.07,48.65
688711,2022/6/1,81.26,81.95
688718,2022/6/1,13.86,15.39
688722,2022/6/1,13.4,14.19
688728,2022/6/1,19.85,19.55
688733,2022/6/1,67.9,70.3
688737,2022/6/1,33.59,35.31
688739,2022/6/1,48.77,49.37
688766,2022/6/1,154.18,157.87
688767,2022/6/1,67,66.7
688768,2022/6/1,73.9,76.9
688772,2022/6/1,27.65,29.95
688776,2022/6/1,156,163.42
688777,2022/6/1,76.15,77.24
688778,2022/6/1,86.06,90.65
688779,2022/6/1,17.1,17.41
688786,2022/6/1,37.38,39.64
688787,2022/6/1,44.5,46.93
688788,2022/6/1,59.6,61.88
688789,2022/6/1,196,198
688793,2022/6/1,68,63.99
688798,2022/6/1,145.22,147.11
688799,2022/6/1,30.6,30.5
688800,2022/6/1,102.1,106.5
688819,2022/6/1,31.4,32.5
688981,2022/6/1,42.72,42.75
689009,2022/6/1,45.7,47.11
830799,2022/6/1,7.78,7.97
830832,2022/6/1,5.13,5.12
830839,2022/6/1,6.15,6.21
830946,2022/6/1,9.96,9.93
830964,2022/6/1,3.66,3.7
831010,2022/6/1,3.88,3.87
831039,2022/6/1,5.97,5.92
831167,2022/6/1,12.61,12.7
831305,2022/6/1,8.4,8.45
831370,2022/6/1,3.42,3.37
831445,2022/6/1,14.23,14.16
831689,2022/6/1,9.8,9.8
831726,2022/6/1,11.28,11.1
831768,2022/6/1,6.01,6
831832,2022/6/1,13.4,13.52
831856,2022/6/1,5.71,5.75
831961,2022/6/1,13.3,13.2
832000,2022/6/1,5.4,5.63
832089,2022/6/1,9.25,9.16
832145,2022/6/1,6.35,6.3
832171,2022/6/1,9.02,8.8
832225,2022/6/1,4.99,5.02
832278,2022/6/1,5.37,5.31
832419,2022/6/1,5.52,5.55
832566,2022/6/1,15.96,15.9
832735,2022/6/1,16.88,16.75
832885,2022/6/1,13.54,14.1
833266,2022/6/1,8.25,8.19
833346,2022/6/1,7.87,7.87
833427,2022/6/1,6.75,6.78
833454,2022/6/1,7.35,7.26
833509,2022/6/1,14.54,14.55
833523,2022/6/1,13.75,13.74
833533,2022/6/1,9.96,9.92
833580,2022/6/1,5.93,6.18
833819,2022/6/1,5.44,5.38
833873,2022/6/1,4.66,4.66
834021,2022/6/1,3.76,3.73
834415,2022/6/1,3.98,3.97
834475,2022/6/1,6.53,6.47
834599,2022/6/1,8.01,7.97
834682,2022/6/1,5.39,5.4
834765,2022/6/1,5.7,5.84
835174,2022/6/1,11.35,11.27
835179,2022/6/1,20.05,19.88
835184,2022/6/1,6.5,6.52
835185,2022/6/1,67.31,67.66
835305,2022/6/1,11.64,11.75
835368,2022/6/1,63.59,63.75
835508,2022/6/1,7.68,7.6
835640,2022/6/1,15.94,15.56
835670,2022/6/1,13.91,14.5
836077,2022/6/1,56.96,57.07
836149,2022/6/1,5.58,5.69
836239,2022/6/1,42.8,43.44
836260,2022/6/1,14.08,14.36
836263,2022/6/1,6.28,6.3
836433,2022/6/1,4.14,3.93
836675,2022/6/1,5.67,5.6
836720,2022/6/1,13.9,13.96
836826,2022/6/1,9.57,9.62
836892,2022/6/1,13.8,13.79
837092,2022/6/1,14.83,14.96
837212,2022/6/1,8.4,8.4
837242,2022/6/1,8.03,8.21
837344,2022/6/1,17.38,17.48
838030,2022/6/1,4.05,4.63
838163,2022/6/1,5.8,5.75
838275,2022/6/1,4.34,4.35
838924,2022/6/1,6.74,6.72
839167,2022/6/1,12.75,12.28
839680,2022/6/1,9.69,10.33
839729,2022/6/1,8.12,8.07
839946,2022/6/1,3.81,3.92
870204,2022/6/1,18.85,18.95
870436,2022/6/1,8.61,8.89
871245,2022/6/1,14.25,14.08
871396,2022/6/1,9.04,9.08
871553,2022/6/1,3.74,3.83
871642,2022/6/1,10.47,10.7
871857,2022/6/1,9.65,9.53
871970,2022/6/1,9.83,9.8
871981,2022/6/1,17.56,17.4
872925,2022/6/1,16.15,16.16
873169,2022/6/1,6.28,6.45
900901,2022/6/1,0.48,0.48
900902,2022/6/1,0.285,0.283
900903,2022/6/1,0.27,0.27
900904,2022/6/1,0.645,0.639
900905,2022/6/1,3.232,3.219
900906,2022/6/1,0.576,0.594
900908,2022/6/1,0.759,0.758
900909,2022/6/1,0.761,0.752
900910,2022/6/1,0.487,0.488
900911,2022/6/1,1.043,1.033
900912,2022/6/1,0.949,0.945
900913,2022/6/1,0.369,0.36
900914,2022/6/1,0.673,0.679
900915,2022/6/1,0.52,0.513
900916,2022/6/1,0.394,0.393
900917,2022/6/1,0.3,0.302
900918,2022/6/1,0.426,0.426
900919,2022/6/1,0.026,0.027
900920,2022/6/1,0.488,0.485
900921,2022/6/1,0.2,0.199
900922,2022/6/1,0.488,0.49
900923,2022/6/1,0.8,0.796
900924,2022/6/1,0.363,0.364
900925,2022/6/1,1.13,1.129
900926,2022/6/1,3.92,3.838
900927,2022/6/1,0.493,0.493
900928,2022/6/1,1.028,1.025
900929,2022/6/1,1.4,1.418
900932,2022/6/1,0.935,0.927
900934,2022/6/1,1.946,1.934
900936,2022/6/1,2.771,2.718
900937,2022/6/1,0.143,0.145
900938,2022/6/1,0.24,0.242
900939,2022/6/1,0.59,0.584
900940,2022/6/1,0.327,0.324
900941,2022/6/1,0.42,0.421
900942,2022/6/1,0.727,0.723
900943,2022/6/1,0.465,0.463
900945,2022/6/1,0.196,0.199
900946,2022/6/1,0.24,0.248
900947,2022/6/1,0.258,0.258
900948,2022/6/1,1.647,1.574
900952,2022/6/1,0.26,0.261
900953,2022/6/1,0.313,0.313
900957,2022/6/1,0.557,0.551
